"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0046632","alpha-beta T cell differentiation","26/586","101/18670",4.97158967836862e-17,5.09463652290824e-15,4.1656688252436e-15,"PLA2G2D/RUNX3/SLAMF6/LY9/ZAP70/EOMES/CD86/TCF7/ITK/IRF4/MYB/CCL19/TNFSF8/FUT7/IL18/NCKAP1L/IFNG/GPR18/BATF/BCL11B/SPN/TBX21/JAK3/IL12RB1/FOXP3/SASH3",26
"GO:0002683","negative regulation of immune system process","54/586","463/18670",7.00717064729485e-17,7.00546158128331e-15,5.72806966392472e-15,"PLA2G2D/CNR2/RUNX3/PTPN22/TNFAIP8L2/FCRL3/CD84/FCGR2B/PTPRC/LAX1/CR1/MIXL1/CTLA4/GPR55/INPP5D/PDCD1/CCR2/CD96/TIGIT/CD86/GPR171/TLR6/STAP1/IL7R/IRF4/RIPOR2/TNF/LST1/HLA-DOB/HLA-DOA/NLRP6/TSPAN32/LAG3/KLRK1/GPR18/CYP19A1/NLRC3/SPN/NLRC5/TNFRSF13B/TBX21/CD300A/PGLYRP2/JAK3/CD22/LILRA4/LILRB1/LILRB4/CST7/SLA2/UBASH3A/FOXP3/BTK/IL13RA2",54
"GO:0032609","interferon-gamma production","27/586","113/18670",9.71086296517474e-17,9.47733983196459e-15,7.74921997020461e-15,"PTPN22/CD2/SLAMF6/CD244/EOMES/CCR2/CD96/TXK/ITK/BTN3A1/LTA/TNF/HLA-DPB1/IL18/CD3E/KLRK1/RASGRP1/SPN/IRF8/CCR7/EBI3/IL12RB1/LILRB1/TNFRSF13C/TLR7/FOXP3/SASH3",27
"GO:0042102","positive regulation of T cell proliferation","25/586","95/18670",1.12902069286716e-16,1.07624553954941e-14,8.80000461710901e-15,"PTPRC/ZAP70/CD28/CCR2/CD86/HLA-DPB1/CARD11/CCL19/CD6/CCDC88B/IL18/CD3E/CLECL1/NCKAP1L/CORO1A/EBI3/TMIGD2/CD70/RASAL3/JAK3/IL12RB1/TNFRSF13C/FOXP3/SASH3/CD40LG",25
"GO:0042129","regulation of T cell proliferation","31/586","156/18670",1.41895479315076e-16,1.32188538571022e-14,1.08084977545264e-14,"PLA2G2D/PTPRC/ZAP70/CD28/CTLA4/CCR2/CD86/HLA-DPB1/CARD11/CCL19/TNFSF8/CD6/CCDC88B/IL18/CD3E/CLECL1/NCKAP1L/SPN/CORO1A/EBI3/TMIGD2/CD70/RASAL3/JAK3/IL12RB1/LILRB1/RAC2/TNFRSF13C/FOXP3/SASH3/CD40LG",31
"GO:0002285","lymphocyte activation involved in immune response","33/586","181/18670",2.1832073801299e-16,1.98865934470055e-14,1.62604264288506e-14,"CD1C/SLAMF6/LY9/CD244/FCGR2B/PTPRC/CD28/EOMES/CD86/GAPT/CD180/IRF4/MYB/CCR6/CCL19/APBB1IP/IL18/AICDA/IFNG/LCP1/BATF/CD19/SPN/CORO1A/ITGAL/TBX21/C17orf99/PGLYRP2/JAK3/IL12RB1/LILRB1/FOXP3/CD40LG",33
"GO:0042098","T cell proliferation","33/586","184/18670",3.63058728519235e-16,3.23516897434857e-14,2.64526085035525e-14,"PLA2G2D/PTPRC/ZAP70/CD28/CTLA4/CCR2/CD86/DOCK2/BTN3A1/HLA-DPB1/CARD11/CCL19/TNFSF8/CD6/CCDC88B/IL18/CD3E/CLECL1/NCKAP1L/SPN/CORO1A/EBI3/TMIGD2/CD70/RASAL3/JAK3/IL12RB1/LILRB1/RAC2/TNFRSF13C/FOXP3/SASH3/CD40LG",33
"GO:0042100","B cell proliferation","24/586","95/18670",1.28083116913503e-15,1.11704828984776e-13,9.13363145022605e-14,"FCRL3/FCGR2B/PTPRC/CR2/CTLA4/INPP5D/IL7R/GAPT/CD180/MZB1/CARD11/MS4A1/NCKAP1L/CD19/TNFRSF13B/IKZF3/CD300A/CD70/CD22/CD79A/TNFRSF13C/BTK/SASH3/CD40LG",24
"GO:0002705","positive regulation of leukocyte mediated immunity","27/586","133/18670",7.60400192365093e-15,6.49350080938441e-13,5.30946099230363e-13,"CD1A/CD1C/CD1E/SLAMF6/SH2D1B/PTPRC/CD28/LTA/TNF/NCR3/IL18/CRTAM/LAG3/KLRK1/RASGRP1/NOD2/CRHR1/TBX21/C17orf99/VAV1/FCER2/IL12RB1/ITGB2/FOXP3/BTK/SH2D1A/SASH3",27
"GO:0002708","positive regulation of lymphocyte mediated immunity","24/586","105/18670",1.46662308856998e-14,1.22687511021395e-12,1.00316389130114e-12,"CD1A/CD1C/CD1E/SLAMF6/SH2D1B/PTPRC/CD28/LTA/TNF/NCR3/IL18/CRTAM/LAG3/KLRK1/RASGRP1/TBX21/C17orf99/VAV1/FCER2/IL12RB1/FOXP3/BTK/SH2D1A/SASH3",24
"GO:0070665","positive regulation of leukocyte proliferation","27/586","139/18670",2.39297549608352e-14,1.96176131168927e-12,1.60404925884841e-12,"FCRL3/PTPRC/ZAP70/CD28/IL5RA/CCR2/CD86/HLA-DPB1/CARD11/CCL19/CD6/CCDC88B/IL18/CD3E/CLECL1/NCKAP1L/CORO1A/EBI3/TMIGD2/CD70/RASAL3/JAK3/IL12RB1/TNFRSF13C/FOXP3/SASH3/CD40LG",27
"GO:0002695","negative regulation of leukocyte activation","30/586","175/18670",2.88033199707806e-14,2.31499624627901e-12,1.89287452604676e-12,"PLA2G2D/CNR2/RUNX3/PTPN22/TNFAIP8L2/CD84/FCGR2B/PTPRC/LAX1/CTLA4/INPP5D/CCR2/TIGIT/CD86/RIPOR2/LST1/TSPAN32/LAG3/SPN/TNFRSF13B/TBX21/CD300A/PGLYRP2/JAK3/LILRB1/CST7/SLA2/FOXP3/BTK/IL13RA2",30
"GO:0050671","positive regulation of lymphocyte proliferation","26/586","130/18670",3.50595888754481e-14,2.7636395153935e-12,2.25971115342969e-12,"FCRL3/PTPRC/ZAP70/CD28/CCR2/CD86/HLA-DPB1/CARD11/CCL19/CD6/CCDC88B/IL18/CD3E/CLECL1/NCKAP1L/CORO1A/EBI3/TMIGD2/CD70/RASAL3/JAK3/IL12RB1/TNFRSF13C/FOXP3/SASH3/CD40LG",26
"GO:0032946","positive regulation of mononuclear cell proliferation","26/586","131/18670",4.24750949726457e-14,3.28500781684669e-12,2.68601196410931e-12,"FCRL3/PTPRC/ZAP70/CD28/CCR2/CD86/HLA-DPB1/CARD11/CCL19/CD6/CCDC88B/IL18/CD3E/CLECL1/NCKAP1L/CORO1A/EBI3/TMIGD2/CD70/RASAL3/JAK3/IL12RB1/TNFRSF13C/FOXP3/SASH3/CD40LG",26
"GO:0031295","T cell costimulation","18/586","56/18670",4.72920987397747e-14,3.58982060619142e-12,2.93524449098329e-12,"LCK/CD28/CTLA4/ICOS/PDCD1/BTLA/CD86/CARD11/CCL19/CD5/CD3E/KLRK1/CCR7/TMIGD2/VAV1/GRAP2/TNFRSF13C/CD40LG",18
"GO:0032649","regulation of interferon-gamma production","23/586","101/18670",5.683479452383e-14,4.23574223187599e-12,3.46338728734689e-12,"PTPN22/CD2/SLAMF6/CD244/CCR2/CD96/TXK/LTA/TNF/HLA-DPB1/IL18/CD3E/KLRK1/RASGRP1/IRF8/CCR7/EBI3/IL12RB1/LILRB1/TNFRSF13C/TLR7/FOXP3/SASH3",23
"GO:0032729","positive regulation of interferon-gamma production","19/586","65/18670",6.60346733166989e-14,4.82732047026104e-12,3.94709579417603e-12,"PTPN22/CD2/SLAMF6/CD244/CCR2/TXK/LTA/TNF/HLA-DPB1/IL18/CD3E/KLRK1/RASGRP1/IRF8/EBI3/IL12RB1/TNFRSF13C/TLR7/SASH3",19
"GO:0031294","lymphocyte costimulation","18/586","57/18670",6.71279011478115e-14,4.82732047026104e-12,3.94709579417603e-12,"LCK/CD28/CTLA4/ICOS/PDCD1/BTLA/CD86/CARD11/CCL19/CD5/CD3E/KLRK1/CCR7/TMIGD2/VAV1/GRAP2/TNFRSF13C/CD40LG",18
"GO:0046634","regulation of alpha-beta T cell activation","22/586","93/18670",8.67983015775295e-14,6.13424548562574e-12,5.01571310749281e-12,"RUNX3/PTPRC/ZAP70/CD28/CCR2/CD86/IRF4/MYB/CCL19/IL18/CD3E/NCKAP1L/IFNG/TBX21/CD300A/EBI3/RASAL3/JAK3/IL12RB1/LILRB1/FOXP3/SASH3",22
"GO:0050866","negative regulation of cell activation","31/586","199/18670",1.58004083509929e-13,1.09772667509694e-11,8.97564677779862e-12,"PLA2G2D/CNR2/RUNX3/PTPN22/TNFAIP8L2/CD84/FCGR2B/PTPRC/LAX1/CTLA4/INPP5D/CCR2/TIGIT/CD86/RIPOR2/LST1/TSPAN32/LAG3/SPN/ADAMTS18/TNFRSF13B/TBX21/CD300A/PGLYRP2/JAK3/LILRB1/CST7/SLA2/FOXP3/BTK/IL13RA2",31
"GO:1903706","regulation of hemopoiesis","49/586","475/18670",2.41674921833161e-13,1.65104250765688e-11,1.34998763353822e-11,"TNFRSF18/RUNX3/CD2/FCRL3/FCGR2B/PTPRC/CR1/MIXL1/ZAP70/CD28/CTLA4/GPR55/INPP5D/CCR2/HCLS1/CD86/GPR171/IL7R/CAMK4/IRF4/H3C4/TNF/HLA-DOA/TREM2/MYB/CARD11/TOX/CCL19/IL18/CD27/LAG3/NCKAP1L/TESPA1/IFNG/TNFSF11/RASGRP1/PRKCB/FOXN1/EVI2B/IKZF3/TBX21/PGLYRP2/JAK3/IL12RB1/LILRB1/LILRB4/FOXP3/BTK/SASH3",49
"GO:0033077","T cell differentiation in thymus","19/586","70/18670",2.93916448404551e-13,1.97502216722993e-11,1.61489209960326e-11,"PTPRC/ZAP70/CD28/IL7R/CAMK4/DOCK2/CCR6/CARD11/CD3E/CD3D/CD3G/WNT1/TESPA1/BCL11B/RASGRP1/FOXN1/CCR7/AIRE/FOXP3",19
"GO:0030595","leukocyte chemotaxis","32/586","224/18670",7.36339280966436e-13,4.86815276238939e-11,3.98048263259275e-11,"PIK3CD/CNR2/XCL2/CXCR4/CCR2/CCR5/STAP1/CXCL9/CXCL10/CXCL11/CXCL13/RIPOR2/GPSM3/CCR6/CCL19/CALCA/JAML/CXCR5/KLRK1/PTPRO/NCKAP1L/TNFSF11/GPR18/CYP19A1/CORO1A/CCL22/CCL17/CCR7/VAV1/ITGB2/RAC2/CXCR3",32
"GO:0002819","regulation of adaptive immune response","27/586","160/18670",8.40664190780910e-13,5.46208690953935e-11,4.46611746638418e-11,"CD1A/CD1C/CD1E/CD48/FCGR2B/PTPRC/CR1/CD28/CCR2/IL7R/LTA/TNF/CCL19/IL18/ADCY7/TBX21/SKAP1/C17orf99/FCER2/JAK3/IL12RB1/LILRB1/TNFRSF13C/WAS/FOXP3/BTK/SASH3",27
"GO:0050854","regulation of antigen receptor-mediated signaling pathway","18/586","65/18670",8.5282645086733e-13,5.46208690953935e-11,4.46611746638418e-11,"LCK/PTPN22/FCRL3/FCGR2B/PTPRC/TRAT1/STAP1/BLK/PAX5/TESPA1/PRKCB/CD19/CCR7/CD300A/CD22/KCNN4/LILRB4/UBASH3A",18
"GO:0043367","CD4-positive, alpha-beta T cell differentiation","19/586","74/18670",8.82071320759404e-13,5.56247745198892e-11,4.54820256728412e-11,"PLA2G2D/RUNX3/SLAMF6/LY9/CD86/IRF4/MYB/CCL19/FUT7/IL18/NCKAP1L/IFNG/BATF/SPN/TBX21/JAK3/IL12RB1/FOXP3/SASH3",19
"GO:0050853","B cell receptor signaling pathway","24/586","129/18670",1.78782333716273e-12,1.11034664530758e-10,9.07883493704329e-11,"PIK3CD/LCK/PTPN22/FCRL3/FCGR2B/PTPRC/CTLA4/KLHL6/STAP1/ITK/LAT2/BLK/PAX5/MS4A1/NCKAP1L/PRKCB/CD19/CD79B/CD300A/CD22/CD79A/IGLL5/IGLL1/BTK",24
"GO:0001909","leukocyte mediated cytotoxicity","22/586","107/18670",1.84273429953944e-12,1.12736834236003e-10,9.21801415511955e-11,"CD1A/CD1C/CD1E/SLAMF6/SLAMF7/FCGR2B/PTPRC/STAP1/IL7R/NCR3/IL18/CRTAM/LAG3/KLRK1/RASGRP1/CORO1A/GZMM/VAV1/IL12RB1/LILRB1/NCR1/SH2D1A",22
"GO:0031341","regulation of cell killing","21/586","98/18670",2.52664414050399e-12,1.52304622528322e-10,1.24533048658897e-10,"CD1A/CD1C/CD1E/SLAMF6/FCGR2B/PTPRC/CR1L/STAP1/IL7R/NCR3/CRTAM/LAG3/KLRK1/IFNG/RASGRP1/VAV1/FCER2/IL12RB1/LILRB1/NCR1/SH2D1A",21
"GO:1902107","positive regulation of leukocyte differentiation","25/586","144/18670",3.09189757462324e-12,1.83676639976531e-10,1.50184620558358e-10,"RUNX3/PTPRC/ZAP70/INPP5D/HCLS1/CD86/IL7R/TNF/TREM2/MYB/TOX/CCL19/IL18/CD27/NCKAP1L/TESPA1/IFNG/TNFSF11/RASGRP1/EVI2B/IL12RB1/LILRB4/FOXP3/BTK/SASH3",25
"GO:0072676","lymphocyte migration","22/586","111/18670",4.01969972870805e-12,2.35382131256776e-10,1.92462014078292e-10,"PIK3CD/XCL2/ZAP70/ITGA4/CCR2/GPR15/CXCL10/CXCL11/CXCL13/RIPOR2/CCR6/MYO1G/CCL19/KLRK1/ITGB7/SPN/CCL22/CCL17/CCR7/TBX21/AIRE/CXCR3",22
"GO:0046635","positive regulation of alpha-beta T cell activation","17/586","62/18670",4.41068699853499e-12,2.54639521225281e-10,2.08207967432697e-10,"RUNX3/PTPRC/ZAP70/CD28/CCR2/CD86/MYB/CCL19/IL18/CD3E/NCKAP1L/IFNG/EBI3/RASAL3/IL12RB1/FOXP3/SASH3",17
"GO:0045061","thymic T cell selection","11/586","21/18670",7.04086771011247e-12,4.00840510329875e-10,3.27750333172487e-10,"PTPRC/ZAP70/CD28/DOCK2/CARD11/CD3E/CD3D/CD3G/FOXN1/CCR7/AIRE",11
"GO:0045621","positive regulation of lymphocyte differentiation","20/586","94/18670",9.68162242718779e-12,5.43629730534832e-10,4.44503039771679e-10,"RUNX3/PTPRC/ZAP70/INPP5D/CD86/IL7R/MYB/TOX/CCL19/IL18/CD27/NCKAP1L/TESPA1/IFNG/RASGRP1/IL12RB1/LILRB4/FOXP3/BTK/SASH3",20
"GO:0002286","T cell activation involved in immune response","21/586","106/18670",1.25246797835661e-11,6.93765708551858e-10,5.67262879528798e-10,"CD1C/SLAMF6/LY9/FCGR2B/EOMES/CD86/IRF4/MYB/CCL19/APBB1IP/IL18/IFNG/LCP1/BATF/SPN/ITGAL/TBX21/JAK3/IL12RB1/LILRB1/FOXP3",21
"GO:0001906","cell killing","26/586","168/18670",1.71428502885751e-11,9.36913911104923e-10,7.66074881667692e-10,"CD1A/CD1C/CD1E/SLAMF6/SLAMF7/FCGR2B/PTPRC/CR1L/STAP1/IL7R/H2BC11/NCR3/IL18/CRTAM/LAG3/KLRK1/IFNG/RASGRP1/CORO1A/GZMM/VAV1/FCER2/IL12RB1/LILRB1/NCR1/SH2D1A",26
"GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","24/586","145/18670",2.41608921962137e-11,1.30309864621421e-09,1.0654886530851e-09,"CD1A/CD1C/CD1E/FCGR2B/PTPRC/CR1/CD28/CCR2/IL7R/LTA/TNF/CCL19/IL18/TBX21/C17orf99/FCER2/JAK3/IL12RB1/LILRB1/TNFRSF13C/WAS/FOXP3/BTK/SASH3",24
"GO:0001910","regulation of leukocyte mediated cytotoxicity","18/586","78/18670",2.4894209105981e-11,1.32521250812229e-09,1.08357022274017e-09,"CD1A/CD1C/CD1E/SLAMF6/FCGR2B/PTPRC/STAP1/IL7R/NCR3/CRTAM/LAG3/KLRK1/RASGRP1/VAV1/IL12RB1/LILRB1/NCR1/SH2D1A",18
"GO:0002440","production of molecular mediator of immune response","34/586","286/18670",2.7087470579948e-11,1.42348130650265e-09,1.16392046324635e-09,"FCRL3/CD244/FCGR2B/PTPRC/LAX1/CD28/CCR2/CD96/POLQ/IL7R/GAPT/MZB1/TNF/CCR6/CARD11/IL18/AICDA/BATF/SEMA7A/NOD2/TBX21/C17orf99/TMIGD2/JAK3/CD22/POU2F2/LILRB1/VPREB1/VPREB3/FOXP3/BTK/IL13RA2/SASH3/CD40LG",34
"GO:0045088","regulation of innate immune response","44/586","452/18670",2.95304596236535e-11,1.5322196708526e-09,1.25283122507279e-09,"GBP5/GFI1/PTPN22/FCRL3/PYHIN1/AIM2/SLAMF6/FCGR2B/SH2D1B/CR1/CD96/TLR10/TLR6/TXK/TNIP3/IRF4/NCR3/TREM2/TREML2/CARD11/CARD9/NLRP6/BIRC3/CRTAM/LAG3/KLRK1/IFNG/RASGRP1/NLRC3/NOD2/NLRC5/CD300A/VAV1/MUC16/ICAM3/PGLYRP2/LILRA4/LILRB1/NCR1/ZBP1/ITGB2/TLR7/BTK/SH2D1A",44
"GO:0042089","cytokine biosynthetic process","22/586","123/18670",3.41158568318761e-11,1.72744903097118e-09,1.41246201631007e-09,"PTPRC/CD28/INPP5D/CCR2/CD86/TLR6/IRF4/TNF/LTB/CARD11/CARD9/IL18/CD3E/LAG3/IFNG/SPN/EBI3/LILRB1/TNFRSF13C/TLR7/CYBB/FOXP3",22
"GO:0060326","cell chemotaxis","35/586","304/18670",3.41359774356343e-11,1.72744903097118e-09,1.41246201631007e-09,"PIK3CD/CNR2/XCL2/CXCR4/CCR4/CCR9/CCR2/CCR5/STAP1/CXCL9/CXCL10/CXCL11/CXCL13/RIPOR2/GPSM3/CCR6/CCL19/CALCA/JAML/CXCR5/KLRK1/PTPRO/BIN2/NCKAP1L/TNFSF11/GPR18/CYP19A1/CORO1A/CCL22/CCL17/CCR7/VAV1/ITGB2/RAC2/CXCR3",35
"GO:0042107","cytokine metabolic process","22/586","124/18670",4.02759205327198e-11,2.01330485687339e-09,1.64619423589448e-09,"PTPRC/CD28/INPP5D/CCR2/CD86/TLR6/IRF4/TNF/LTB/CARD11/CARD9/IL18/CD3E/LAG3/IFNG/SPN/EBI3/LILRB1/TNFRSF13C/TLR7/CYBB/FOXP3",22
"GO:0042035","regulation of cytokine biosynthetic process","21/586","114/18670",5.35403248427245e-11,2.64411797024491e-09,2.1619834407005e-09,"PTPRC/CD28/INPP5D/CCR2/CD86/TLR6/IRF4/TNF/LTB/CARD11/CARD9/CD3E/LAG3/IFNG/SPN/EBI3/LILRB1/TNFRSF13C/TLR7/CYBB/FOXP3",21
"GO:0035710","CD4-positive, alpha-beta T cell activation","19/586","92/18670",5.56468312884758e-11,2.71543287442217e-09,2.22029462183593e-09,"PLA2G2D/RUNX3/SLAMF6/LY9/CD86/IRF4/MYB/CCL19/FUT7/IL18/NCKAP1L/IFNG/BATF/SPN/TBX21/JAK3/IL12RB1/FOXP3/SASH3",19
"GO:0002228","natural killer cell mediated immunity","16/586","64/18670",8.76062096066561e-11,4.2246806256198e-09,3.45434267972252e-09,"SLAMF6/SLAMF7/SH2D1B/CD96/NCR3/IL18/CRTAM/LAG3/KLRD1/KLRK1/RASGRP1/CORO1A/VAV1/LILRB1/NCR1/SH2D1A",16
"GO:0072678","T cell migration","16/586","65/18670",1.12879859063284e-10,5.38016909651627e-09,4.39913673509786e-09,"PIK3CD/XCL2/ZAP70/ITGA4/CCR2/GPR15/CXCL10/CXCL11/CXCL13/RIPOR2/CCR6/MYO1G/ITGB7/SPN/AIRE/CXCR3",16
"GO:1990868","response to chemokine","19/586","97/18670",1.46772335651822e-10,6.83658867996383e-09,5.58998943439474e-09,"XCL2/CXCR4/CCR4/CCR9/CCR2/CCR5/CXCL9/CXCL10/CXCL11/CXCL13/RIPOR2/TREM2/CCR6/CCL19/CXCR5/CCL22/CCL17/CCR7/CXCR3",19
"GO:1990869","cellular response to chemokine","19/586","97/18670",1.46772335651822e-10,6.83658867996383e-09,5.58998943439474e-09,"XCL2/CXCR4/CCR4/CCR9/CCR2/CCR5/CXCL9/CXCL10/CXCL11/CXCL13/RIPOR2/TREM2/CCR6/CCL19/CXCR5/CCL22/CCL17/CCR7/CXCR3",19
"GO:0051250","negative regulation of lymphocyte activation","23/586","146/18670",1.76403669104491e-10,8.12447909729562e-09,6.64304296190066e-09,"PLA2G2D/RUNX3/PTPN22/TNFAIP8L2/FCGR2B/LAX1/CTLA4/INPP5D/TIGIT/CD86/RIPOR2/LST1/LAG3/SPN/TNFRSF13B/TBX21/CD300A/PGLYRP2/JAK3/LILRB1/SLA2/FOXP3/BTK",23
"GO:0042108","positive regulation of cytokine biosynthetic process","16/586","67/18670",1.84682729370524e-10,8.41127230766421e-09,6.87754164111988e-09,"PTPRC/CD28/CCR2/CD86/TLR6/IRF4/TNF/LTB/CARD11/CD3E/IFNG/SPN/EBI3/TNFRSF13C/TLR7/CYBB",16
"GO:0070098","chemokine-mediated signaling pathway","18/586","88/18670",2.11522909899059e-10,9.52782865578291e-09,7.79050254619555e-09,"XCL2/CXCR4/CCR4/CCR9/CCR2/CCR5/CXCL9/CXCL10/CXCL11/CXCL13/TREM2/CCR6/CCL19/CXCR5/CCL22/CCL17/CCR7/CXCR3",18
"GO:0031343","positive regulation of cell killing","16/586","68/18670",2.34584244472355e-10,1.04517480227411e-08,8.54595233867254e-09,"CD1A/CD1C/CD1E/SLAMF6/PTPRC/STAP1/NCR3/CRTAM/LAG3/KLRK1/IFNG/RASGRP1/VAV1/FCER2/IL12RB1/SH2D1A",16
"GO:0002237","response to molecule of bacterial origin","36/586","343/18670",2.47479643462793e-10,1.09077318124085e-08,8.91879099927031e-09,"CNR2/GFI1/PTPN22/FCGR2B/FASLG/IL24/KMO/CCR5/CD96/CD86/TLR6/STAP1/CXCL9/CXCL10/CXCL11/CXCL13/TNIP3/CD180/LY86/LTA/TNF/TREM2/IRF5/CARD9/CD6/CARD17/IL18/IL10RA/AICDA/KLRK1/NOD2/IRF8/CCR7/ACP5/LILRB1/NLRP7",36
"GO:0042094","interleukin-2 biosynthetic process","10/586","22/18670",3.95857521921939e-10,1.69535287384768e-08,1.38621834602304e-08,"PTPRC/CD28/CD86/IRF4/CARD11/CARD9/IL18/CD3E/LAG3/FOXP3",10
"GO:0043383","negative T cell selection","8/586","12/18670",3.9807864671536e-10,1.69535287384768e-08,1.38621834602304e-08,"PTPRC/ZAP70/CD28/DOCK2/THEMIS/CD3E/CCR7/AIRE",8
"GO:0002377","immunoglobulin production","26/586","193/18670",4.0002776125457e-10,1.69535287384768e-08,1.38621834602304e-08,"FCRL3/FCGR2B/PTPRC/LAX1/CD28/POLQ/IL7R/GAPT/MZB1/TNF/CCR6/CARD11/AICDA/BATF/TBX21/C17orf99/TMIGD2/CD22/POU2F2/VPREB1/VPREB3/FOXP3/BTK/IL13RA2/SASH3/CD40LG",26
"GO:0002700","regulation of production of molecular mediator of immune response","22/586","139/18670",4.01193531991278e-10,1.69535287384768e-08,1.38621834602304e-08,"FCRL3/CD244/FCGR2B/PTPRC/CD28/CCR2/CD96/MZB1/TNF/IL18/SEMA7A/NOD2/TBX21/C17orf99/JAK3/CD22/LILRB1/FOXP3/BTK/IL13RA2/SASH3/CD40LG",22
"GO:0002287","alpha-beta T cell activation involved in immune response","15/586","61/18670",4.39551080712268e-10,1.80171987983959e-08,1.47319014840827e-08,"SLAMF6/LY9/EOMES/CD86/IRF4/MYB/CCL19/IL18/IFNG/BATF/SPN/TBX21/JAK3/IL12RB1/FOXP3",15
"GO:0002293","alpha-beta T cell differentiation involved in immune response","15/586","61/18670",4.39551080712268e-10,1.80171987983959e-08,1.47319014840827e-08,"SLAMF6/LY9/EOMES/CD86/IRF4/MYB/CCL19/IL18/IFNG/BATF/SPN/TBX21/JAK3/IL12RB1/FOXP3",15
"GO:0030888","regulation of B cell proliferation","15/586","61/18670",4.39551080712268e-10,1.80171987983959e-08,1.47319014840827e-08,"FCRL3/FCGR2B/PTPRC/CTLA4/INPP5D/MZB1/CARD11/NCKAP1L/TNFRSF13B/IKZF3/CD300A/CD22/TNFRSF13C/BTK/SASH3",15
"GO:0002821","positive regulation of adaptive immune response","19/586","105/18670",6.10455309001274e-10,2.47748149662992e-08,2.02573184352273e-08,"CD1A/CD1C/CD1E/PTPRC/CD28/CCR2/LTA/TNF/CCL19/IL18/TBX21/SKAP1/C17orf99/FCER2/IL12RB1/TNFRSF13C/FOXP3/BTK/SASH3",19
"GO:0045582","positive regulation of T cell differentiation","17/586","83/18670",6.58834270824306e-10,2.63134141677029e-08,2.15153659326321e-08,"RUNX3/PTPRC/ZAP70/CD86/IL7R/MYB/CCL19/IL18/CD27/NCKAP1L/TESPA1/IFNG/RASGRP1/IL12RB1/LILRB4/FOXP3/SASH3",17
"GO:0071219","cellular response to molecule of bacterial origin","27/586","212/18670",6.6120557679273e-10,2.63134141677029e-08,2.15153659326321e-08,"GFI1/PTPN22/FCGR2B/IL24/KMO/CCR5/CD86/TLR6/STAP1/CXCL9/CXCL10/CXCL11/CXCL13/TNIP3/CD180/LY86/TNF/TREM2/CD6/CARD17/IL18/AICDA/KLRK1/NOD2/IRF8/LILRB1/NLRP7",27
"GO:0006959","humoral immune response","36/586","356/18670",6.92899384585523e-10,2.73095632443852e-08,2.23298749040517e-08,"ITLN1/FCGR2B/PTPRC/CR2/CR1/CR1L/CD28/PDCD1/CCR2/JCHAIN/CXCL9/CXCL10/CXCL11/CXCL13/H2BC11/LTA/TNF/TREM2/CCR6/DEFB1/PRSS3/PAX5/MS4A1/POU2AF1/IFNG/RNASE6/CD19/CCR7/EBI3/FCER2/PGLYRP2/POU2F2/AIRE/IGLL5/IGLL1/SH2D1A",36
"GO:0002456","T cell mediated immunity","19/586","106/18670",7.22354255187791e-10,2.81993342096643e-08,2.30574029926609e-08,"CD1A/CD1C/CD1E/FCGR2B/PTPRC/CD8A/CCR2/IL7R/MYO1G/IL18/TBX21/GZMM/CD70/IL12RB1/LILRB1/AIRE/WAS/FOXP3/SASH3",19
"GO:0030183","B cell differentiation","21/586","131/18670",7.89413676616127e-10,3.05264779287689e-08,2.4960209993503e-08,"FCRL3/FCGR2B/PTPRC/CR2/ITGA4/INPP5D/CARD11/MS4A1/CD27/AICDA/NCKAP1L/FLT3/CD19/IKZF3/CD79B/C17orf99/JAK3/CD79A/POU2F2/BTK/CD40LG",21
"GO:1903708","positive regulation of hemopoiesis","25/586","185/18670",8.1491940629459e-10,3.12182677233787e-08,2.55258572517656e-08,"RUNX3/PTPRC/ZAP70/INPP5D/HCLS1/CD86/IL7R/TNF/TREM2/MYB/TOX/CCL19/IL18/CD27/NCKAP1L/TESPA1/IFNG/TNFSF11/RASGRP1/EVI2B/IL12RB1/LILRB4/FOXP3/BTK/SASH3",25
"GO:0001776","leukocyte homeostasis","17/586","86/18670",1.17919433659744e-09,4.47547924603047e-08,3.65941010499634e-08,"PIK3CD/CCR2/SLC7A11/GAPT/SIT1/NCKAP1L/FLT3/CCNB2/TNFRSF17/CORO1A/TNFRSF13B/FOXN1/PMAIP1/JAK3/TNFRSF13C/FOXP3/GPR174",17
"GO:0043370","regulation of CD4-positive, alpha-beta T cell differentiation","13/586","47/18670",1.32783271854964e-09,4.95615075336755e-08,4.05243486825344e-08,"RUNX3/CD86/IRF4/MYB/CCL19/IL18/NCKAP1L/IFNG/TBX21/JAK3/IL12RB1/FOXP3/SASH3",13
"GO:0001912","positive regulation of leukocyte mediated cytotoxicity","14/586","56/18670",1.3300233785568e-09,4.95615075336755e-08,4.05243486825344e-08,"CD1A/CD1C/CD1E/SLAMF6/PTPRC/STAP1/NCR3/CRTAM/LAG3/KLRK1/RASGRP1/VAV1/IL12RB1/SH2D1A",14
